"ID","huc2","huc4","huc4_name","Latitude","Longitude","Elevation","Location","River_group","Anomalies","PeriodLength","PeriodID","AccumValue","Indicator","Year","Condition","WYT","meanValue","ratio","Ratio_Diff","Previous_PeriodLength","Whiplash","Flag"
"APCC1",18,1805,"San Francisco Bay",38.37,-122.3,25,"Napa County in California","Russian Napa",-1.73999999999998,5,48,467.603386280445,10.593,1999,"Surplus","AN",151.04,0.0701337394067798,-0.886271881620763,4,NA,"Actual"
"ARCC1",18,1801,"Klamath-Northern California Coastal",40.91,-124.06,13,"Humboldt County in California","North Coast",-18.7175,1,47,-15.577772478,-15.577772478,2005,"Deficit","AN",945.1175,-0.0164823659259298,-0.0298984493441292,2,NA,"Actual"
"ARCC1",18,1801,"Klamath-Northern California Coastal",40.91,-124.06,13,"Humboldt County in California","North Coast",845.2825,1,48,759.1964727522,759.1964727522,2006,"Surplus","W",945.1175,0.803282631791497,0.819764997717427,1,NA,"Actual"
"ARCC1",18,1801,"Klamath-Northern California Coastal",40.91,-124.06,13,"Humboldt County in California","North Coast",-16.1174999999999,2,46,284.53502742,12.6797752200001,2004,"Surplus","AN",945.1175,0.0134160834181994,-0.274225667157787,1,NA,"Actual"
"ARCC1",18,1801,"Klamath-Northern California Coastal",40.91,-124.06,13,"Humboldt County in California","North Coast",98.9825,1,54,70.3857,70.3857,2019,"Surplus","AN",945.1175,0.0744729623565324,0.272316616716969,1,NA,"Actual"
"ARCC1",18,1801,"Klamath-Northern California Coastal",40.91,-124.06,13,"Humboldt County in California","North Coast",-490.6175,1,55,-434.51718,-434.51718,2020,"Deficit","D",945.1175,-0.459749375077702,-0.534222337434234,1,NA,"Actual"
"ARCC1",18,1801,"Klamath-Northern California Coastal",40.91,-124.06,13,"Humboldt County in California","North Coast",-483.3175,2,55,-912.954648,-478.437468,2021,"Deficit","C",945.1175,-0.506220092210757,-0.0464707171330548,1,NA,"Actual"
"ARCC1",18,1801,"Klamath-Northern California Coastal",40.91,-124.06,13,"Humboldt County in California","North Coast",-370.8175,1,41,-317.70348,-317.70348,1987,"Deficit","D",945.1175,-0.336152362007898,-0.505784920922531,1,NA,"Actual"
"ARCC1",18,1801,"Klamath-Northern California Coastal",40.91,-124.06,13,"Humboldt County in California","North Coast",-458.8175,2,41,-762.409578,-444.706098,1988,"Deficit","C",945.1175,-0.47052995844432,-0.134377596436422,1,NA,"Actual"
"ARCC1",18,1801,"Klamath-Northern California Coastal",40.91,-124.06,13,"Humboldt County in California","North Coast",-247.0175,1,39,-186.7155,-186.7155,1985,"Deficit","BN",945.1175,-0.197557975595627,-0.641920184527321,3,NA,"Actual"
"ARCC1",18,1801,"Klamath-Northern California Coastal",40.91,-124.06,13,"Humboldt County in California","North Coast",198.8825,1,40,160.3227,160.3227,1986,"Surplus","AN",945.1175,0.169632558914632,0.367190534510259,1,NA,"Actual"
"ARCC1",18,1801,"Klamath-Northern California Coastal",40.91,-124.06,13,"Humboldt County in California","North Coast",-141.0175,3,45,-884.997558,-189.189978,2002,"Deficit","BN",945.1175,-0.200176145294104,0.458728467095361,2,NA,"Actual"
"ARCC1",18,1801,"Klamath-Northern California Coastal",40.91,-124.06,13,"Humboldt County in California","North Coast",-373.3175,4,41,-1107.13632378,-336.78038598,1990,"Deficit","D",945.1175,-0.356337054366256,-0.347929253431452,3,NA,"Actual"
"ARCC1",18,1801,"Klamath-Northern California Coastal",40.91,-124.06,13,"Humboldt County in California","North Coast",40.5825000000001,3,41,-770.3559378,-7.94635979999991,1989,"Deficit","AN",945.1175,-0.00840780093480431,0.462122157509516,2,NA,"Actual"
"ARCC1",18,1801,"Klamath-Northern California Coastal",40.91,-124.06,13,"Humboldt County in California","North Coast",323.0825,1,46,271.8552522,271.8552522,2003,"Surplus","W",945.1175,0.287641750575987,0.48781789587009,3,NA,"Actual"
"ARCC1",18,1801,"Klamath-Northern California Coastal",40.91,-124.06,13,"Humboldt County in California","North Coast",272.7825,5,44,2035.92957037114,281.1045,1999,"Surplus","W",945.1175,0.297428097564589,-0.295177393287078,4,NA,"Actual"
"ARCC1",18,1801,"Klamath-Northern California Coastal",40.91,-124.06,13,"Humboldt County in California","North Coast",320.9825,3,44,1194.74325037114,324.2757,1997,"Surplus","W",945.1175,0.343106227532555,-0.0313599102757065,2,NA,"Actual"
"ARCC1",18,1801,"Klamath-Northern California Coastal",40.91,-124.06,13,"Humboldt County in California","North Coast",-112.4175,1,45,-73.0652999999999,-73.0652999999999,2000,"Deficit","BN",945.1175,-0.0773081653868433,-0.374736262951432,5,NA,"Actual"
"ARCC1",18,1801,"Klamath-Northern California Coastal",40.91,-124.06,13,"Humboldt County in California","North Coast",-109.5175,1,49,-62.9654999999999,-62.9654999999999,2007,"Deficit","BN",945.1175,-0.0666218750578631,-0.86990450684936,1,NA,"Actual"
"ARCC1",18,1801,"Klamath-Northern California Coastal",40.91,-124.06,13,"Humboldt County in California","North Coast",-247.3175,1,53,-186.9855,-186.9855,2018,"Deficit","BN",945.1175,-0.197843654360437,-0.992745288940264,2,NA,"Actual"
"ARCC1",18,1801,"Klamath-Northern California Coastal",40.91,-124.06,13,"Humboldt County in California","North Coast",427.0825,3,38,1803.5289313182,419.9745,1984,"Surplus","W",945.1175,0.444362208931694,-0.396617351810754,2,NA,"Actual"
"ARCC1",18,1801,"Klamath-Northern California Coastal",40.91,-124.06,13,"Humboldt County in California","North Coast",229.9825,1,42,141.93753711402,141.93753711402,1993,"Surplus","AN",945.1175,0.150179778825405,0.83841920816599,6,NA,"Actual"
"ARCC1",18,1801,"Klamath-Northern California Coastal",40.91,-124.06,13,"Humboldt County in California","North Coast",623.3825,1,44,516.55305037114,516.55305037114,1995,"Surplus","W",945.1175,0.546549027365529,1.01729684050897,1,0.546549027365529,"Actual"
"ARCC1",18,1801,"Klamath-Northern California Coastal",40.91,-124.06,13,"Humboldt County in California","North Coast",804.6825,2,52,1021.88740182,751.27544562,2017,"Surplus","W",945.1175,0.794901634579827,0.508575377580036,1,NA,"Actual"
"ARCC1",18,1801,"Klamath-Northern California Coastal",40.91,-124.06,13,"Humboldt County in California","North Coast",353.6825,2,44,870.46755037114,353.9145,1996,"Surplus","W",945.1175,0.374466137808262,-0.172082889557267,1,NA,"Actual"
"ARCC1",18,1801,"Klamath-Northern California Coastal",40.91,-124.06,13,"Humboldt County in California","North Coast",-683.8175,2,45,-695.80758,-622.74228,2001,"Deficit","C",945.1175,-0.658904612389465,-0.581596447002621,1,NA,"Actual"
"ARCC1",18,1801,"Klamath-Northern California Coastal",40.91,-124.06,13,"Humboldt County in California","North Coast",-177.6175,2,49,-229.1178,-166.1523,2008,"Deficit","BN",945.1175,-0.175800680867723,-0.10917880580986,1,NA,"Actual"
"ARCC1",18,1801,"Klamath-Northern California Coastal",40.91,-124.06,13,"Humboldt County in California","North Coast",-573.8175,5,41,-1657.250112378,-550.113788598,1991,"Deficit","C",945.1175,-0.582058620857195,-0.225721566490939,4,NA,"Actual"
"ARCC1",18,1801,"Klamath-Northern California Coastal",40.91,-124.06,13,"Humboldt County in California","North Coast",344.4825,1,52,270.6119562,270.6119562,2016,"Surplus","AN",945.1175,0.286326256999791,0.703441523620079,4,NA,"Actual"
"ARCC1",18,1801,"Klamath-Northern California Coastal",40.91,-124.06,13,"Humboldt County in California","North Coast",-661.6175,6,41,-2307.7172412378,-650.4671288598,1992,"Deficit","C",945.1175,-0.688239429340585,-0.10618080848339,5,NA,"Actual"
"ARCC1",18,1801,"Klamath-Northern California Coastal",40.91,-124.06,13,"Humboldt County in California","North Coast",586.2825,4,44,1754.82507037114,560.08182,1998,"Surplus","W",945.1175,0.592605490851667,0.249499263319111,3,NA,"Actual"
"ARCC1",18,1801,"Klamath-Northern California Coastal",40.91,-124.06,13,"Humboldt County in California","North Coast",-371.7175,4,51,-1312.911618,-394.222938,2015,"Deficit","D",945.1175,-0.417115266620288,0.214310857644684,3,NA,"Actual"
"ARCC1",18,1801,"Klamath-Northern California Coastal",40.91,-124.06,13,"Humboldt County in California","North Coast",-286.8175,3,49,-503.86878,-274.75098,2009,"Deficit","BN",945.1175,-0.290705631839427,-0.114904950971705,2,NA,"Actual"
"ARCC1",18,1801,"Klamath-Northern California Coastal",40.91,-124.06,13,"Humboldt County in California","North Coast",695.1825,1,38,588.7299313182,588.7299313182,1982,"Surplus","W",945.1175,0.622917183649864,1.01370794439443,1,NA,"Actual"
"ARCC1",18,1801,"Klamath-Northern California Coastal",40.91,-124.06,13,"Humboldt County in California","North Coast",-308.1175,2,51,-321.9168,-281.3613,2013,"Deficit","D",945.1175,-0.297699809812007,-0.254789272233347,1,NA,"Actual"
"ARCC1",18,1801,"Klamath-Northern California Coastal",40.91,-124.06,13,"Humboldt County in California","North Coast",-358.8175,3,55,-1283.7341448,-370.7794968,2022,"Deficit","D",945.1175,-0.392310476528051,0.113909615682706,2,NA,"Actual"
"ARCC1",18,1801,"Klamath-Northern California Coastal",40.91,-124.06,13,"Humboldt County in California","North Coast",-84.6174999999999,1,51,-40.5555,-40.5555,2012,"Deficit","AN",945.1175,-0.0429105375786608,-0.380180945967036,1,NA,"Actual"
"ARCC1",18,1801,"Klamath-Northern California Coastal",40.91,-124.06,13,"Humboldt County in California","North Coast",136.4825,1,56,85.75630032,85.75630032,2023,"Surplus","AN",945.1175,0.0907361257409793,0.48304660226903,3,NA,"Actual"
"ARCC1",18,1801,"Klamath-Northern California Coastal",40.91,-124.06,13,"Humboldt County in California","North Coast",843.5825,2,38,1383.5544313182,794.8245,1983,"Surplus","W",945.1175,0.840979560742448,0.218062377092584,1,NA,"Actual"
"ARCC1",18,1801,"Klamath-Northern California Coastal",40.91,-124.06,13,"Humboldt County in California","North Coast",-510.1175,1,43,-444.911996288598,-444.911996288598,1994,"Deficit","C",945.1175,-0.470747813143443,-0.620927591968848,1,NA,"Actual"
"ARCC1",18,1801,"Klamath-Northern California Coastal",40.91,-124.06,13,"Humboldt County in California","North Coast",-631.8175,3,51,-918.68868,-596.77188,2014,"Deficit","C",945.1175,-0.631426124264972,-0.333726314452965,2,NA,"Actual"
"ARCC1",18,1801,"Klamath-Northern California Coastal",40.91,-124.06,13,"Humboldt County in California","North Coast",365.2825,1,50,318.7601652,318.7601652,2011,"Surplus","W",945.1175,0.337270408388375,0.443014771390859,4,NA,"Actual"
"ARCC1",18,1801,"Klamath-Northern California Coastal",40.91,-124.06,13,"Humboldt County in California","North Coast",254.8825,2,56,323.726180352,237.969880032,2024,"Surplus","AN",945.1175,0.251788671812764,0.161052546071785,1,NA,"Estimated"
"ARCC1",18,1801,"Klamath-Northern California Coastal",40.91,-124.06,13,"Humboldt County in California","North Coast",-80.5174999999999,4,49,-603.809628,-99.9408479999999,2010,"Deficit","BN",945.1175,-0.105744363002484,0.184961268836944,3,NA,"Actual"
"ARCC1",18,1801,"Klamath-Northern California Coastal",40.91,-124.06,13,"Humboldt County in California","North Coast",-417.9175,1,37,-369.343186818,-369.343186818,1981,"Deficit","D",945.1175,-0.390790760744563,-0.462554993043722,1,NA,"Actual"
"AROC1",18,1806,"Central California Coastal",36.9,-121.6,82,"Santa Cruz County in California","Central Coast",76.06,1,42,57.596631376,57.596631376,1993,"Surplus","W",128.94,0.446693278858384,1.28874141163332,6,NA,"Actual"
"AROC1",18,1806,"Central California Coastal",36.9,-121.6,82,"Santa Cruz County in California","Central Coast",-108.94,5,41,-571.2781264,-110.6768624,1991,"Deficit","C",128.94,-0.858359410578564,0.121232833876221,4,NA,"Actual"
"AROC1",18,1806,"Central California Coastal",36.9,-121.6,82,"Santa Cruz County in California","Central Coast",56.26,1,48,46.2980060121701,46.2980060121701,2011,"Surplus","W",128.94,0.359066278983791,0.695346253222192,4,NA,"Actual"
"AROC1",18,1806,"Central California Coastal",36.9,-121.6,82,"Santa Cruz County in California","Central Coast",-97.84,1,49,-83.426199398783,-83.426199398783,2012,"Deficit","BN",128.94,-0.647015661538568,-1.00608194052236,1,NA,"Actual"
"AROC1",18,1806,"Central California Coastal",36.9,-121.6,82,"Santa Cruz County in California","Central Coast",-108.34,6,41,-679.85181264,-108.57368624,1992,"Deficit","D",128.94,-0.842048132774934,0.0163112778036296,5,NA,"Actual"
"AROC1",18,1806,"Central California Coastal",36.9,-121.6,82,"Santa Cruz County in California","Central Coast",-107.24,3,47,-283.553264912267,-105.639398782993,2009,"Deficit","D",128.94,-0.819291133728815,-0.111721815984639,2,NA,"Actual"
"AROC1",18,1806,"Central California Coastal",36.9,-121.6,82,"Santa Cruz County in California","Central Coast",5.06,2,54,251.73112976,12.136,2024,"Surplus","AN",128.94,0.0941212967271599,-1.76406956537925,1,NA,"Estimated"
"AROC1",18,1806,"Central California Coastal",36.9,-121.6,82,"Santa Cruz County in California","Central Coast",250.46,3,44,429.6792,232.9906,1997,"Surplus","W",128.94,1.80696913293004,1.21936249418334,2,NA,"Actual"
"AROC1",18,1806,"Central California Coastal",36.9,-121.6,82,"Santa Cruz County in California","Central Coast",-91.74,2,47,-177.913866129274,-91.233987829934,2008,"Deficit","D",128.94,-0.707569317744176,-0.0353196023778036,1,NA,"Actual"
"AROC1",18,1806,"Central California Coastal",36.9,-121.6,82,"Santa Cruz County in California","Central Coast",-126.64,4,41,-460.601264,-126.308624,1990,"Deficit","C",128.94,-0.979592244454785,-0.0231300139599813,3,NA,"Actual"
"AROC1",18,1806,"Central California Coastal",36.9,-121.6,82,"Santa Cruz County in California","Central Coast",-36.44,4,47,-326.913204790567,-43.3599398782993,2010,"Deficit","AN",128.94,-0.3362799742384,0.483011159490415,3,NA,"Actual"
"AROC1",18,1806,"Central California Coastal",36.9,-121.6,82,"Santa Cruz County in California","Central Coast",-96.14,1,53,-84.41024,-84.41024,2020,"Deficit","BN",128.94,-0.654647432914534,-0.818736156351792,1,NA,"Actual"
"AROC1",18,1806,"Central California Coastal",36.9,-121.6,82,"Santa Cruz County in California","Central Coast",-114.44,1,43,-95.414,-95.414,1994,"Deficit","D",128.94,-0.739987591127656,-1.18668086998604,1,NA,"Actual"
"AROC1",18,1806,"Central California Coastal",36.9,-121.6,82,"Santa Cruz County in California","Central Coast",-123.74,3,41,-334.29264,-123.32624,1989,"Deficit","C",128.94,-0.956462230494804,-0.0288804094927875,2,NA,"Actual"
"AROC1",18,1806,"Central California Coastal",36.9,-121.6,82,"Santa Cruz County in California","Central Coast",278.06,1,54,239.59512976,239.59512976,2023,"Surplus","W",128.94,1.85819086210641,2.68484436295952,3,1.85819086210641,"Actual"
"AROC1",18,1806,"Central California Coastal",36.9,-121.6,82,"Santa Cruz County in California","Central Coast",-0.639999999999986,3,38,622.749665286032,7.00600000000001,1984,"Surplus","AN",128.94,0.0543353497750893,-3.6763610981852,2,NA,"Actual"
"AROC1",18,1806,"Central California Coastal",36.9,-121.6,82,"Santa Cruz County in California","Central Coast",526.06,2,38,615.743665286032,481.036,1983,"Surplus","W",128.94,3.73069644796029,2.68596505905047,1,NA,"Actual"
"AROC1",18,1806,"Central California Coastal",36.9,-121.6,82,"Santa Cruz County in California","Central Coast",-102.64,1,47,-86.67987829934,-86.67987829934,2007,"Deficit","BN",128.94,-0.672249715366372,-1.11401500935272,2,NA,"Actual"
"AROC1",18,1806,"Central California Coastal",36.9,-121.6,82,"Santa Cruz County in California","Central Coast",-122.74,2,41,-210.9664,-119.6024,1988,"Deficit","C",128.94,-0.927581821002016,-0.219004187994416,1,NA,"Actual"
"AROC1",18,1806,"Central California Coastal",36.9,-121.6,82,"Santa Cruz County in California","Central Coast",-105.94,3,53,-303.4259664,-106.5887024,2022,"Deficit","D",128.94,-0.82665350085311,0.0452793671475105,2,NA,"Actual"
"AROC1",18,1806,"Central California Coastal",36.9,-121.6,82,"Santa Cruz County in California","Central Coast",144.96,1,44,120.9226,120.9226,1995,"Surplus","W",128.94,0.937820691794633,1.67780828292229,1,NA,"Actual"
"AROC1",18,1806,"Central California Coastal",36.9,-121.6,82,"Santa Cruz County in California","Central Coast",159.16,1,38,134.707665286032,134.707665286032,1982,"Surplus","W",128.94,1.04473138890982,1.70677068734068,1,NA,"Actual"
"AROC1",18,1806,"Central California Coastal",36.9,-121.6,82,"Santa Cruz County in California","Central Coast",-109.94,1,41,-91.364,-91.364,1987,"Deficit","D",128.94,-0.7085776330076,-1.46670125639832,1,NA,"Actual"
"AROC1",18,1806,"Central California Coastal",36.9,-121.6,82,"Santa Cruz County in California","Central Coast",-62.44,5,49,-479.590396151988,-68.0884286199399,2016,"Deficit","AN",128.94,-0.528062886768574,0.394259791992081,4,NA,"Actual"
"AROC1",18,1806,"Central California Coastal",36.9,-121.6,82,"Santa Cruz County in California","Central Coast",62.36,2,46,65.3333870726,56.9612170066,2006,"Surplus","W",128.94,0.44176529398635,0.376834550493253,1,NA,"Actual"
"AROC1",18,1806,"Central California Coastal",36.9,-121.6,82,"Santa Cruz County in California","Central Coast",-0.840000000000003,5,44,886.7612,6.826,1999,"Surplus","AN",128.94,0.05293935163642,-3.43904141461145,4,NA,"Actual"
"AROC1",18,1806,"Central California Coastal",36.9,-121.6,82,"Santa Cruz County in California","Central Coast",118.86,1,40,97.75246,97.75246,1986,"Surplus","W",128.94,0.758123623390724,1.47330432759423,1,NA,"Actual"
"AROC1",18,1806,"Central California Coastal",36.9,-121.6,82,"Santa Cruz County in California","Central Coast",-115.54,2,53,-196.837264,-112.427024,2021,"Deficit","C",128.94,-0.87193286800062,-0.217285435086087,1,NA,"Actual"
"AROC1",18,1806,"Central California Coastal",36.9,-121.6,82,"Santa Cruz County in California","Central Coast",-118.84,4,49,-411.501967532048,-118.924286199399,2015,"Deficit","C",128.94,-0.922322678760654,0.0058831688738098,3,NA,"Actual"
