"ID","huc2","huc4","huc4_name","State","County","Latitude","Longitude","Elevation","Anomalies","PeriodLength","PeriodID","AccumValue","Indicator","Year","Condition","WYT","meanValue","ratio","Ratio_Diff","Previous_PeriodLength","Whiplash","Flag"
"ABBM8",17,1701,"Kootenai-Pend Oreille-Spokane","Montana","Missoula",46.88333333,-113.8330556,3240,59.7965,1,38,59.7965,59.7965,1986,"Surplus","AN",991.4035,0.0603149978792692,0.275326847242319,1,NA,"Actual"
"ABBM8",17,1701,"Kootenai-Pend Oreille-Spokane","Montana","Missoula",46.88333333,-113.8330556,3240,-398.1635,3,41,-849.3205,-398.1635,2001,"Deficit","C",991.4035,-0.401615991874146,0.0534091315997977,2,NA,"Actual"
"ABBM8",17,1701,"Kootenai-Pend Oreille-Spokane","Montana","Missoula",46.88333333,-113.8330556,3240,-291.5835,1,45,-291.5835,-291.5835,2013,"Deficit","D",991.4035,-0.294111832366942,-0.43634100545338,2,NA,"Actual"
"ABBM8",17,1701,"Kootenai-Pend Oreille-Spokane","Montana","Missoula",46.88333333,-113.8330556,3240,628.7265,2,40,1109.233,628.7265,1997,"Surplus","W",991.4035,0.634178213008124,0.149505221637809,1,NA,"Actual"
"ABBM8",17,1701,"Kootenai-Pend Oreille-Spokane","Montana","Missoula",46.88333333,-113.8330556,3240,798.7565,2,48,872.723,798.7565,2018,"Surplus","W",991.4035,0.805682550041431,0.731074683516853,1,NA,"Actual"
"ABBM8",17,1701,"Kootenai-Pend Oreille-Spokane","Montana","Missoula",46.88333333,-113.8330556,3240,317.0065,2,42,432.553,317.0065,2009,"Surplus","W",991.4035,0.31975527623213,0.203206867839381,1,NA,"Actual"
"ABBM8",17,1701,"Kootenai-Pend Oreille-Spokane","Montana","Missoula",46.88333333,-113.8330556,3240,-272.2935,5,39,-1494.8175,-272.2935,1991,"Deficit","D",991.4035,-0.274654567993758,-0.0720796325613133,4,NA,"Actual"
"ABBM8",17,1701,"Kootenai-Pend Oreille-Spokane","Montana","Missoula",46.88333333,-113.8330556,3240,-60.4035,9,39,-2436.2615,-60.4035,1995,"Deficit","AN",991.4035,-0.0609272612009137,0.211508230503524,8,NA,"Actual"
"ABBM8",17,1701,"Kootenai-Pend Oreille-Spokane","Montana","Missoula",46.88333333,-113.8330556,3240,685.8565,1,44,685.8565,685.8565,2011,"Surplus","W",991.4035,0.691803589557632,0.700673338353153,1,NA,"Actual"
"ABBM8",17,1701,"Kootenai-Pend Oreille-Spokane","Montana","Missoula",46.88333333,-113.8330556,3240,364.1865,2,36,667.993,364.1865,1981,"Surplus","W",991.4035,0.367344375927662,0.0609035574314594,1,NA,"Actual"
"ABBM8",17,1701,"Kootenai-Pend Oreille-Spokane","Montana","Missoula",46.88333333,-113.8330556,3240,141.0065,2,44,826.863,141.0065,2012,"Surplus","W",991.4035,0.142229173086438,-0.549574416471195,1,NA,"Actual"
"ABBM8",17,1701,"Kootenai-Pend Oreille-Spokane","Montana","Missoula",46.88333333,-113.8330556,3240,480.5065,1,40,480.5065,480.5065,1996,"Surplus","W",991.4035,0.484672991370315,0.545600252571229,9,NA,"Actual"
"ABOM8",17,1701,"Kootenai-Pend Oreille-Spokane","Montana","Missoula",46.87694444,-113.9313889,3198,-222.97925,9,41,-4219.00325,-222.97925,1995,"Deficit","BN",2089.86925,-0.106695311201885,0.174518094852106,8,NA,"Actual"
"ABOM8",17,1701,"Kootenai-Pend Oreille-Spokane","Montana","Missoula",46.87694444,-113.9313889,3198,441.57075,2,36,762.0215,441.57075,1981,"Surplus","W",2089.86925,0.211291089143495,0.0579557788124783,1,NA,"Actual"
"ABOM8",17,1701,"Kootenai-Pend Oreille-Spokane","Montana","Missoula",46.87694444,-113.9313889,3198,121.27075,1,44,121.27075,121.27075,2008,"Surplus","AN",2089.86925,0.0580279125117515,0.21147255982641,8,NA,"Actual"
"ABOM8",17,1701,"Kootenai-Pend Oreille-Spokane","Montana","Missoula",46.87694444,-113.9313889,3198,887.28075,3,36,1649.30225,887.28075,1982,"Surplus","W",2089.86925,0.424562804586938,0.213271715443442,2,NA,"Actual"
"ABOM8",17,1701,"Kootenai-Pend Oreille-Spokane","Montana","Missoula",46.87694444,-113.9313889,3198,-866.59925,1,41,-866.59925,-866.59925,1987,"Deficit","C",2089.86925,-0.41466673094501,-0.42863447079285,1,NA,"Actual"
"ABOM8",17,1701,"Kootenai-Pend Oreille-Spokane","Montana","Missoula",46.87694444,-113.9313889,3198,-330.99925,1,45,-330.99925,-330.99925,2010,"Deficit","BN",2089.86925,-0.15838275528481,-0.391517316214878,2,NA,"Actual"
"ABOM8",17,1701,"Kootenai-Pend Oreille-Spokane","Montana","Missoula",46.87694444,-113.9313889,3198,1090.73075,1,42,1090.73075,1090.73075,1996,"Surplus","W",2089.86925,0.521913392428737,0.628608703630622,9,NA,"Actual"
"ABOM8",17,1701,"Kootenai-Pend Oreille-Spokane","Montana","Missoula",46.87694444,-113.9313889,3198,-334.22925,3,43,-1773.59775,-334.22925,2002,"Deficit","BN",2089.86925,-0.159928306519654,0.221970824251326,2,NA,"Actual"
"ABOM8",17,1701,"Kootenai-Pend Oreille-Spokane","Montana","Missoula",46.87694444,-113.9313889,3198,29.1907499999998,1,40,29.1907499999998,29.1907499999998,1986,"Surplus","AN",2089.86925,0.0139677398478396,0.229440191055015,1,NA,"Actual"
"ABOM8",17,1701,"Kootenai-Pend Oreille-Spokane","Montana","Missoula",46.87694444,-113.9313889,3198,18.0607499999996,1,52,18.0607499999996,18.0607499999996,2023,"Surplus","AN",2089.86925,0.00864204782189108,0.0462899772318291,1,NA,"Actual"
"ABOM8",17,1701,"Kootenai-Pend Oreille-Spokane","Montana","Missoula",46.87694444,-113.9313889,3198,142.65075,3,42,2546.73225,142.65075,1998,"Surplus","AN",2089.86925,0.0682582175894496,-0.560178585334944,2,NA,"Actual"
"ABOM8",17,1701,"Kootenai-Pend Oreille-Spokane","Montana","Missoula",46.87694444,-113.9313889,3198,-46.0992500000002,1,37,-46.0992500000002,-46.0992500000002,1983,"Deficit","AN",2089.86925,-0.0220584373878893,-0.446621241974827,3,NA,"Actual"
"ABOM8",17,1701,"Kootenai-Pend Oreille-Spokane","Montana","Missoula",46.87694444,-113.9313889,3198,92.5107499999999,4,42,2639.243,92.5107499999999,1999,"Surplus","AN",2089.86925,0.0442662860367939,-0.0239919315526557,3,NA,"Actual"
"ABOM8",17,1701,"Kootenai-Pend Oreille-Spokane","Montana","Missoula",46.87694444,-113.9313889,3198,1313.35075,2,42,2404.0815,1313.35075,1997,"Surplus","W",2089.86925,0.628436802924393,0.106523410495657,1,NA,"Actual"
"ABOM8",17,1701,"Kootenai-Pend Oreille-Spokane","Montana","Missoula",46.87694444,-113.9313889,3198,160.22075,1,38,160.22075,160.22075,1984,"Surplus","AN",2089.86925,0.0766654421083998,0.0987238794962891,1,NA,"Actual"
"ABOM8",17,1701,"Kootenai-Pend Oreille-Spokane","Montana","Missoula",46.87694444,-113.9313889,3198,-12.9892500000001,4,41,-1991.357,-12.9892500000001,1990,"Deficit","AN",2089.86925,-0.00621534098365249,0.0619225341489665,3,NA,"Actual"
"ABOM8",17,1701,"Kootenai-Pend Oreille-Spokane","Montana","Missoula",46.87694444,-113.9313889,3198,-320.67925,8,43,-3687.434,-320.67925,2007,"Deficit","BN",2089.86925,-0.153444647314659,-0.0140056608804594,7,NA,"Actual"
"ABOM8",17,1701,"Kootenai-Pend Oreille-Spokane","Montana","Missoula",46.87694444,-113.9313889,3198,1601.94075,1,46,1601.94075,1601.94075,2011,"Surplus","W",2089.86925,0.766526781519944,0.924909536804755,1,NA,"Actual"
"ABOM8",17,1701,"Kootenai-Pend Oreille-Spokane","Montana","Missoula",46.87694444,-113.9313889,3198,-317.74925,1,49,-317.74925,-317.74925,2015,"Deficit","BN",2089.86925,-0.15204264573011,-0.332063836050987,1,NA,"Actual"
"ABOM8",17,1701,"Kootenai-Pend Oreille-Spokane","Montana","Missoula",46.87694444,-113.9313889,3198,1696.54075,2,50,1979.1215,1696.54075,2018,"Surplus","W",2089.86925,0.811792771246335,0.676578211770904,1,NA,"Actual"
"ABOM8",17,1701,"Kootenai-Pend Oreille-Spokane","Montana","Missoula",46.87694444,-113.9313889,3198,356.68075,3,50,2335.80225,356.68075,2019,"Surplus","W",2089.86925,0.170671323098323,-0.641121448148012,2,NA,"Actual"
"ABOM8",17,1701,"Kootenai-Pend Oreille-Spokane","Montana","Missoula",46.87694444,-113.9313889,3198,282.58075,1,50,282.58075,282.58075,2017,"Surplus","W",2089.86925,0.135214559475431,0.389761225492934,2,NA,"Actual"
"ABOM8",17,1701,"Kootenai-Pend Oreille-Spokane","Montana","Missoula",46.87694444,-113.9313889,3198,487.22075,2,44,608.4915,487.22075,2009,"Surplus","W",2089.86925,0.233134560930068,0.175106648418316,1,NA,"Actual"
"ABOM8",17,1701,"Kootenai-Pend Oreille-Spokane","Montana","Missoula",46.87694444,-113.9313889,3198,544.70075,4,50,2880.503,544.70075,2020,"Surplus","W",2089.86925,0.26063867392661,0.0899673508282874,3,NA,"Actual"
"ABOM8",17,1701,"Kootenai-Pend Oreille-Spokane","Montana","Missoula",46.87694444,-113.9313889,3198,-531.96925,2,49,-849.7185,-531.96925,2016,"Deficit","D",2089.86925,-0.254546666017503,-0.102504020287393,1,NA,"Actual"
"ABOM8",17,1701,"Kootenai-Pend Oreille-Spokane","Montana","Missoula",46.87694444,-113.9313889,3198,376.22075,1,48,376.22075,376.22075,2014,"Surplus","W",2089.86925,0.180021190320878,0.368032593426598,1,NA,"Actual"
"ABOM8",17,1701,"Kootenai-Pend Oreille-Spokane","Montana","Missoula",46.87694444,-113.9313889,3198,-918.70925,6,41,-3069.9555,-918.70925,1992,"Deficit","C",2089.86925,-0.43960130520127,-0.363094485456447,5,NA,"Actual"
"ABOM8",17,1701,"Kootenai-Pend Oreille-Spokane","Montana","Missoula",46.87694444,-113.9313889,3198,-641.24925,1,43,-641.24925,-641.24925,2000,"Deficit","C",2089.86925,-0.306837018631668,-0.351103304668462,4,NA,"Actual"
"ABOM8",17,1701,"Kootenai-Pend Oreille-Spokane","Montana","Missoula",46.87694444,-113.9313889,3198,-291.40925,7,43,-3366.75475,-291.40925,2006,"Deficit","BN",2089.86925,-0.139438986434199,0.0761052395981232,6,NA,"Actual"
"ABOM8",17,1701,"Kootenai-Pend Oreille-Spokane","Montana","Missoula",46.87694444,-113.9313889,3198,-159.88925,5,41,-2151.24625,-159.88925,1991,"Deficit","BN",2089.86925,-0.0765068197448238,-0.0702914787611713,4,NA,"Actual"
"ABOM8",17,1701,"Kootenai-Pend Oreille-Spokane","Montana","Missoula",46.87694444,-113.9313889,3198,-338.36925,7,41,-3408.32475,-338.36925,1993,"Deficit","D",2089.86925,-0.161909291693727,0.277692013507544,6,NA,"Actual"
"ABOM8",17,1701,"Kootenai-Pend Oreille-Spokane","Montana","Missoula",46.87694444,-113.9313889,3198,-242.94925,4,43,-2016.547,-242.94925,2003,"Deficit","BN",2089.86925,-0.116250932923196,0.0436773735964582,3,NA,"Actual"
"ABOM8",17,1701,"Kootenai-Pend Oreille-Spokane","Montana","Missoula",46.87694444,-113.9313889,3198,351.82075,2,46,1953.7615,351.82075,2012,"Surplus","W",2089.86925,0.168345818763542,-0.598180962756402,1,NA,"Actual"
"ABOM8",17,1701,"Kootenai-Pend Oreille-Spokane","Montana","Missoula",46.87694444,-113.9313889,3198,-142.39925,3,41,-1978.36775,-142.39925,1989,"Deficit","AN",2089.86925,-0.068137875132619,0.395704181015152,2,NA,"Actual"
"ABOM8",17,1701,"Kootenai-Pend Oreille-Spokane","Montana","Missoula",46.87694444,-113.9313889,3198,-969.36925,2,41,-1835.9685,-969.36925,1988,"Deficit","C",2089.86925,-0.463842056147771,-0.0491753252027609,1,NA,"Actual"
"ABOM8",17,1701,"Kootenai-Pend Oreille-Spokane","Montana","Missoula",46.87694444,-113.9313889,3198,-392.91925,1,47,-392.91925,-392.91925,2013,"Deficit","D",2089.86925,-0.188011403105721,-0.356357221869263,2,NA,"Actual"
"ABOM8",17,1701,"Kootenai-Pend Oreille-Spokane","Montana","Missoula",46.87694444,-113.9313889,3198,-450.30925,1,39,-450.30925,-450.30925,1985,"Deficit","D",2089.86925,-0.215472451207175,-0.292137893315575,1,NA,"Actual"
"ABOM8",17,1701,"Kootenai-Pend Oreille-Spokane","Montana","Missoula",46.87694444,-113.9313889,3198,-798.11925,2,43,-1439.3685,-798.11925,2001,"Deficit","C",2089.86925,-0.38189913077098,-0.075062112139312,1,NA,"Actual"
"ABOM8",17,1701,"Kootenai-Pend Oreille-Spokane","Montana","Missoula",46.87694444,-113.9313889,3198,-78.6792500000001,1,51,-78.6792500000001,-78.6792500000001,2022,"Deficit","AN",2089.86925,-0.037647929409938,-0.102886819354847,5,NA,"Actual"
"ABOM8",17,1701,"Kootenai-Pend Oreille-Spokane","Montana","Missoula",46.87694444,-113.9313889,3198,-450.45925,6,43,-3075.3455,-450.45925,2005,"Deficit","D",2089.86925,-0.215544226032322,0.0755453959619723,5,NA,"Actual"
"ABOM8",17,1701,"Kootenai-Pend Oreille-Spokane","Montana","Missoula",46.87694444,-113.9313889,3198,136.34075,5,50,3016.84375,136.34075,2021,"Surplus","AN",2089.86925,0.0652388899449091,-0.195399783981701,4,NA,"Actual"
"ABOM8",17,1701,"Kootenai-Pend Oreille-Spokane","Montana","Missoula",46.87694444,-113.9313889,3198,-608.33925,5,43,-2624.88625,-608.33925,2004,"Deficit","C",2089.86925,-0.291089621994295,-0.174838689071099,4,NA,"Actual"
"ABOM8",17,1701,"Kootenai-Pend Oreille-Spokane","Montana","Missoula",46.87694444,-113.9313889,3198,-587.69925,8,41,-3996.024,-587.69925,1994,"Deficit","D",2089.86925,-0.281213406053991,-0.119304114360264,7,NA,"Actual"
"ABOM8",17,1701,"Kootenai-Pend Oreille-Spokane","Montana","Missoula",46.87694444,-113.9313889,3198,-669.69925,1,53,-669.69925,-669.69925,2024,"Deficit","C",2089.86925,-0.320450310467987,-0.329092358289879,1,NA,"Estimated"
"ALFW1",17,1701,"Kootenai-Pend Oreille-Spokane","Washington","Pend Oreille",48.17888889,-116.9994444,2050,1415.97225,1,44,1415.97225,1415.97225,2002,"Surplus","AN",17778.53775,0.0796450343617263,0.524272588166032,2,NA,"Actual"
"ALFW1",17,1701,"Kootenai-Pend Oreille-Spokane","Washington","Pend Oreille",48.17888889,-116.9994444,2050,-3270.24775,2,49,-4271.8155,-3270.24775,2010,"Deficit","D",17778.53775,-0.183943572637182,-0.127607794966152,1,NA,"Actual"
"ALFW1",17,1701,"Kootenai-Pend Oreille-Spokane","Washington","Pend Oreille",48.17888889,-116.9994444,2050,-7904.82775,2,43,-9152.1455,-7904.82775,2001,"Deficit","C",17778.53775,-0.444627553804305,-0.37446892953837,1,NA,"Actual"
"ALFW1",17,1701,"Kootenai-Pend Oreille-Spokane","Washington","Pend Oreille",48.17888889,-116.9994444,2050,1955.98225,1,58,1955.98225,1955.98225,2022,"Surplus","W",17778.53775,0.110019298409398,0.308824048254475,1,NA,"Actual"
"ALFW1",17,1701,"Kootenai-Pend Oreille-Spokane","Washington","Pend Oreille",48.17888889,-116.9994444,2050,-3331.59775,2,45,-6574.9655,-3331.59775,2004,"Deficit","C",17778.53775,-0.187394362621302,-0.00496272535124545,1,NA,"Actual"
"ALFW1",17,1701,"Kootenai-Pend Oreille-Spokane","Washington","Pend Oreille",48.17888889,-116.9994444,2050,-954.64775,1,41,-954.64775,-954.64775,1998,"Deficit","BN",17778.53775,-0.0536966404900201,-0.627419428799762,2,NA,"Actual"
"ALFW1",17,1701,"Kootenai-Pend Oreille-Spokane","Washington","Pend Oreille",48.17888889,-116.9994444,2050,1432.29225,1,42,1432.29225,1432.29225,1999,"Surplus","W",17778.53775,0.0805629951203384,0.134259635610358,1,NA,"Actual"
"ALFW1",17,1701,"Kootenai-Pend Oreille-Spokane","Washington","Pend Oreille",48.17888889,-116.9994444,2050,4956.84225,1,54,4956.84225,4956.84225,2017,"Surplus","W",17778.53775,0.278810457851068,0.427837210627741,2,NA,"Actual"
"ALFW1",17,1701,"Kootenai-Pend Oreille-Spokane","Washington","Pend Oreille",48.17888889,-116.9994444,2050,9197.24225,1,50,9197.24225,9197.24225,2011,"Surplus","W",17778.53775,0.517322761822749,0.70126633445993,2,0.517322761822749,"Actual"
"ALFW1",17,1701,"Kootenai-Pend Oreille-Spokane","Washington","Pend Oreille",48.17888889,-116.9994444,2050,43.0722500000011,3,34,8354.25675,43.0722500000011,1983,"Surplus","AN",17778.53775,0.00242271049541187,-0.277816998757392,2,NA,"Actual"
"ALFW1",17,1701,"Kootenai-Pend Oreille-Spokane","Washington","Pend Oreille",48.17888889,-116.9994444,2050,-2745.01775,2,39,-9424.7955,-2745.01775,1993,"Deficit","D",17778.53775,-0.154400648051047,0.221320788882089,1,NA,"Actual"
"ALFW1",17,1701,"Kootenai-Pend Oreille-Spokane","Washington","Pend Oreille",48.17888889,-116.9994444,2050,-685.12775,1,35,-685.12775,-685.12775,1984,"Deficit","AN",17778.53775,-0.0385367885500032,-0.0409594990454151,3,NA,"Actual"
"ALFW1",17,1701,"Kootenai-Pend Oreille-Spokane","Washington","Pend Oreille",48.17888889,-116.9994444,2050,-1001.56775,1,49,-1001.56775,-1001.56775,2009,"Deficit","BN",17778.53775,-0.0563357776710291,-0.110694142998346,1,NA,"Actual"
"ALFW1",17,1701,"Kootenai-Pend Oreille-Spokane","Washington","Pend Oreille",48.17888889,-116.9994444,2050,4982.25225,2,34,8311.1845,4982.25225,1982,"Surplus","W",17778.53775,0.280239709252804,0.092995274597316,1,NA,"Actual"
"ALFW1",17,1701,"Kootenai-Pend Oreille-Spokane","Washington","Pend Oreille",48.17888889,-116.9994444,2050,10199.95225,2,40,19783.3545,10199.95225,1997,"Surplus","W",17778.53775,0.573722788309742,0.0346794550074853,1,NA,"Actual"
"ALFW1",17,1701,"Kootenai-Pend Oreille-Spokane","Washington","Pend Oreille",48.17888889,-116.9994444,2050,-3243.36775,1,45,-3243.36775,-3243.36775,2003,"Deficit","D",17778.53775,-0.182431637270056,-0.262076671631782,1,NA,"Actual"
"ALFW1",17,1701,"Kootenai-Pend Oreille-Spokane","Washington","Pend Oreille",48.17888889,-116.9994444,2050,-4665.49775,1,37,-4665.49775,-4665.49775,1987,"Deficit","C",17778.53775,-0.262423030262992,-0.264975672704016,1,NA,"Actual"
"ALFW1",17,1701,"Kootenai-Pend Oreille-Spokane","Washington","Pend Oreille",48.17888889,-116.9994444,2050,4137.77225,2,38,7712.7445,4137.77225,1991,"Surplus","W",17778.53775,0.232739739802279,0.0316561467491894,1,NA,"Actual"
"ALFW1",17,1701,"Kootenai-Pend Oreille-Spokane","Washington","Pend Oreille",48.17888889,-116.9994444,2050,-6679.77775,1,39,-6679.77775,-6679.77775,1992,"Deficit","C",17778.53775,-0.375721436933136,-0.608461176735415,2,-0.375721436933136,"Actual"
"ALFW1",17,1701,"Kootenai-Pend Oreille-Spokane","Washington","Pend Oreille",48.17888889,-116.9994444,2050,-2483.95775,2,35,-3169.0855,-2483.95775,1985,"Deficit","BN",17778.53775,-0.139716650768987,-0.101179862218984,1,NA,"Actual"
"ALFW1",17,1701,"Kootenai-Pend Oreille-Spokane","Washington","Pend Oreille",48.17888889,-116.9994444,2050,-1196.56775,4,39,-16644.361,-1196.56775,1995,"Deficit","BN",17778.53775,-0.0673040587941491,0.271475082364409,3,NA,"Actual"
